Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","08/04/2021 17:45 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=68pPz6
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,all
"Country of asylum:"
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
1970,Rwanda,RWA,-,-,142050,0,0,,0,0
1970,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,150,0,0,,0,0
1970,Spain,ESP,-,-,680,0,0,,0,0
1970,"Viet Nam",VNM,-,-,20000,0,0,,0,0
1970,Sudan,SDN,-,-,172960,0,0,,0,0
1970,Zambia,ZMB,-,-,9000,0,0,,0,0
1970,Tibetan,TIB,-,-,64560,0,0,,0,0
1970,"Unknown ",,-,-,1290370,0,0,,0,0
1971,Albania,ALB,-,-,390,0,0,,0,0
1971,Angola,AGO,-,-,419690,0,0,,0,0
1971,Armenia,ARM,-,-,4070,0,0,,0,0
1971,"Bolivia (Plurinational State of)",BOL,-,-,2930,0,0,,0,0
1971,Brazil,BRA,-,-,2000,0,0,,0,0
1971,Bulgaria,BGR,-,-,340,0,0,,0,0
1971,Cambodia,KHM,-,-,57000,0,0,,0,0
1971,Chad,TCD,-,-,1400,0,0,,0,0
1971,China,CHN,-,-,70000,0,0,,0,0
1971,"Dem. Rep. of the Congo",COD,-,-,43470,0,0,,0,0
1971,Cuba,CUB,-,-,54500,0,0,,0,0
1971,Czechia,CZE,-,-,70,0,0,,0,0
1971,Ethiopia,ETH,-,-,55200,0,0,,0,0
1971,Guinea-Bissau,GNB,-,-,80000,0,0,,0,0
1971,Greece,GRC,-,-,1480,0,0,,0,0
1971,Guinea,GIN,-,-,300,0,0,,0,0
1971,Hungary,HUN,-,-,220,0,0,,0,0
1971,Lesotho,LSO,-,-,60,0,0,,0,0
1971,Malawi,MWI,-,-,250,0,0,,0,0
1971,Mozambique,MOZ,-,-,60410,0,0,,0,0
1971,Namibia,NAM,-,-,900,0,0,,0,0
1971,Poland,POL,-,-,150,0,0,,0,0
1971,Romania,ROU,-,-,60,0,0,,0,0
1971,"South Africa",ZAF,-,-,850,0,0,,0,0
1971,"Russian Federation",RUS,-,-,160,0,0,,0,0
1971,Rwanda,RWA,-,-,141630,0,0,,0,0
1971,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,140,0,0,,0,0
1971,Spain,ESP,-,-,670,0,0,,0,0
1971,Sudan,SDN,-,-,171330,0,0,,0,0
1971,Zambia,ZMB,-,-,750,0,0,,0,0
1971,Tibetan,TIB,-,-,64110,0,0,,0,0
1971,"Unknown ",,-,-,2045180,0,0,,0,0
1972,Albania,ALB,-,-,2300,0,0,,0,0
1972,Angola,AGO,-,-,421500,0,0,,0,0
1972,Armenia,ARM,-,-,3500,0,0,,0,0
1972,Burundi,BDI,-,-,129000,0,0,,0,0
1972,"Bolivia (Plurinational State of)",BOL,-,-,1730,0,0,,0,0
1972,Brazil,BRA,-,-,2000,0,0,,0,0
1972,Bulgaria,BGR,-,-,340,0,0,,0,0
1972,Cambodia,KHM,-,-,55000,0,0,,0,0
1972,Chad,TCD,-,-,1500,0,0,,0,0
1972,China,CHN,-,-,75000,0,0,,0,0
1972,"Dem. Rep. of the Congo",COD,-,-,43920,0,0,,0,0
1972,Cuba,CUB,-,-,17070,0,0,,0,0
1972,Czechia,CZE,-,-,70,0,0,,0,0
1972,Ethiopia,ETH,-,-,44640,0,0,,0,0
1972,Guinea-Bissau,GNB,-,-,82000,0,0,,0,0
1972,Greece,GRC,-,-,6610,0,0,,0,0
1972,Hungary,HUN,-,-,210,0,0,,0,0
1972,Malawi,MWI,-,-,250,0,0,,0,0
1972,Mozambique,MOZ,-,-,64400,0,0,,0,0
1972,Myanmar,MMR,-,-,5700,0,0,,0,0
1972,Namibia,NAM,-,-,1000,0,0,,0,0
1972,Poland,POL,-,-,140,0,0,,0,0
1972,Romania,ROU,-,-,90,0,0,,0,0
1972,"South Africa",ZAF,-,-,790,0,0,,0,0
1972,"Russian Federation",RUS,-,-,150,0,0,,0,0
1972,Rwanda,RWA,-,-,153650,0,0,,0,0
1972,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,130,0,0,,0,0
1972,Spain,ESP,-,-,650,0,0,,0,0
1972,Sudan,SDN,-,-,128450,0,0,,0,0
1972,Turkey,TUR,-,-,250,0,0,,0,0
1972,Zambia,ZMB,-,-,750,0,0,,0,0
1972,Tibetan,TIB,-,-,65680,0,0,,0,0
1972,"Unknown ",,-,-,1943380,0,0,,0,0
1973,Albania,ALB,-,-,2090,0,0,,0,0
1973,Angola,AGO,-,-,426550,0,0,,0,0
1973,Burundi,BDI,-,-,131895,0,0,,0,0
1973,Bulgaria,BGR,-,-,340,0,0,,0,0
1973,Cambodia,KHM,-,-,35000,0,0,,0,0
1973,Chad,TCD,-,-,1500,0,0,,0,0
1973,"Dem. Rep. of the Congo",COD,-,-,43380,0,0,,0,0
1973,Czechia,CZE,-,-,60,0,0,,0,0
1973,Ethiopia,ETH,-,-,46300,0,0,,0,0
1973,Guinea-Bissau,GNB,-,-,84000,0,0,,0,0
1973,Greece,GRC,-,-,5900,0,0,,0,0
1973,Hungary,HUN,-,-,170,0,0,,0,0
1973,Malawi,MWI,-,-,100,0,0,,0,0
1973,Mozambique,MOZ,-,-,69800,0,0,,0,0
1973,Namibia,NAM,-,-,3410,0,0,,0,0
1973,Poland,POL,-,-,100,0,0,,0,0
1973,Romania,ROU,-,-,90,0,0,,0,0
1973,"South Africa",ZAF,-,-,940,0,0,,0,0
1973,"Russian Federation",RUS,-,-,110,0,0,,0,0
1973,Rwanda,RWA,-,-,163595,0,0,,0,0
1973,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,130,0,0,,0,0
1973,Spain,ESP,-,-,390,0,0,,0,0
1973,Sudan,SDN,-,-,13050,0,0,,0,0
1973,Uganda,UGA,-,-,950,0,0,,0,0
1973,Zambia,ZMB,-,-,750,0,0,,0,0
1973,Tibetan,TIB,-,-,66840,0,0,,0,0
1973,"Unknown ",,-,-,1803895,0,0,,0,0
1974,Albania,ALB,-,-,380,0,0,,0,0
1974,Angola,AGO,-,-,497390,0,0,,0,0
1974,Burundi,BDI,-,-,120880,0,0,,0,0
1974,"Bolivia (Plurinational State of)",BOL,-,-,1650,0,0,,0,0
1974,Bulgaria,BGR,-,-,300,0,0,,0,0
1974,Chile,CHL,-,-,13550,0,0,,0,0
1974,"Dem. Rep. of the Congo",COD,-,-,39820,0,0,,0,0
1974,Cuba,CUB,-,-,1600,0,0,,0,0
1974,Czechia,CZE,-,-,50,0,0,,0,0
1974,"Equatorial Guinea",GNQ,-,-,1000,0,0,,0,0
1974,Ethiopia,ETH,-,-,49200,0,0,,0,0
1974,Guinea-Bissau,GNB,-,-,90000,0,0,,0,0
1974,Greece,GRC,-,-,580,0,0,,0,0
1974,Haiti,HTI,-,-,1000,0,0,,0,0
1974,Hungary,HUN,-,-,150,0,0,,0,0
1974,Lesotho,LSO,-,-,110,0,0,,0,0
1974,Malawi,MWI,-,-,80,0,0,,0,0
1974,Mozambique,MOZ,-,-,80960,0,0,,0,0
1974,Namibia,NAM,-,-,3420,0,0,,0,0
1974,Poland,POL,-,-,70,0,0,,0,0
1974,Romania,ROU,-,-,70,0,0,,0,0
1974,"South Africa",ZAF,-,-,1380,0,0,,0,0
1974,"Russian Federation",RUS,-,-,80,0,0,,0,0
1974,Rwanda,RWA,-,-,178260,0,0,,0,0
1974,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,120,0,0,,0,0
1974,Spain,ESP,-,-,210,0,0,,0,0
1974,Sudan,SDN,-,-,11770,0,0,,0,0
1974,"United Rep. of Tanzania",TZA,-,-,320,0,0,,0,0
1974,Uganda,UGA,-,-,2630,0,0,,0,0
1974,Uruguay,URY,-,-,3000,0,0,,0,0
1974,Zambia,ZMB,-,-,4000,0,0,,0,0
1974,Tibetan,TIB,-,-,68000,0,0,,0,0
1974,"Unknown ",,-,-,1822433,0,0,,0,0
1975,Albania,ALB,-,-,380,0,0,,0,0
1975,Angola,AGO,-,-,501830,0,0,,0,0
1975,Burundi,BDI,-,-,141940,0,0,,0,0
1975,"Bolivia (Plurinational State of)",BOL,-,-,90,0,0,,0,0
1975,Bulgaria,BGR,-,-,300,0,0,,0,0
1975,Cambodia,KHM,-,-,18830,0,0,,0,0
1975,Chile,CHL,-,-,15350,0,0,,0,0
1975,Congo,COG,-,-,110,0,0,,0,0
1975,"Dem. Rep. of the Congo",COD,-,-,39410,0,0,,0,0
1975,Czechia,CZE,-,-,50,0,0,,0,0
1975,"Equatorial Guinea",GNQ,-,-,90000,0,0,,0,0
1975,Ethiopia,ETH,-,-,91410,0,0,,0,0
1975,Guinea-Bissau,GNB,-,-,46000,0,0,,0,0
1975,Greece,GRC,-,-,510,0,0,,0,0
1975,Guinea,GIN,-,-,300000,0,0,,0,0
1975,Hungary,HUN,-,-,140,0,0,,0,0
1975,Kenya,KEN,-,-,90,0,0,,0,0
1975,"Lao People's Dem. Rep.",LAO,-,-,55510,0,0,,0,0
1975,Lesotho,LSO,-,-,310,0,0,,0,0
1975,Malawi,MWI,-,-,30350,0,0,,0,0
1975,Mozambique,MOZ,-,-,34750,0,0,,0,0
1975,Namibia,NAM,-,-,3970,0,0,,0,0
1975,Poland,POL,-,-,60,0,0,,0,0
1975,Romania,ROU,-,-,70,0,0,,0,0
1975,"South Africa",ZAF,-,-,1360,0,0,,0,0
1975,"Russian Federation",RUS,-,-,70,0,0,,0,0
1975,Rwanda,RWA,-,-,175720,0,0,,0,0
1975,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,120,0,0,,0,0
1975,Somalia,SOM,-,-,110,0,0,,0,0
1975,Spain,ESP,-,-,140,0,0,,0,0
1975,"Viet Nam",VNM,-,-,2110,0,0,,0,0
1975,Sudan,SDN,-,-,11000,0,0,,0,0
1975,Uganda,UGA,-,-,2510,0,0,,0,0
1975,Uruguay,URY,-,-,570,0,0,,0,0
1975,"Western Sahara",ESH,-,-,20000,0,0,,0,0
1975,Zambia,ZMB,-,-,750,0,0,,0,0
1975,Zimbabwe,ZWE,-,-,14720,0,0,,0,0
1975,Tibetan,TIB,-,-,8200,0,0,,0,0
1975,"Unknown ",,-,-,1920594,0,0,,0,0
1976,Angola,AGO,-,-,499190,0,0,,0,0
1976,Burundi,BDI,-,-,152320,0,0,,0,0
1976,Benin,BEN,-,-,100,0,0,,0,0
1976,"Bolivia (Plurinational State of)",BOL,-,-,60,0,0,,0,0
1976,Cambodia,KHM,-,-,17200,0,0,,0,0
1976,Chile,CHL,-,-,2670,0,0,,0,0
1976,"Dem. Rep. of the Congo",COD,-,-,44070,0,0,,0,0
1976,"Equatorial Guinea",GNQ,-,-,90000,0,0,,0,0
1976,Ethiopia,ETH,-,-,105700,0,0,,0,0
1976,Palestinian,PSE,-,-,3200,0,0,,0,0
1976,Guinea-Bissau,GNB,-,-,37000,0,0,,0,0
1976,Greece,GRC,-,-,450,0,0,,0,0
1976,Guinea,GIN,-,-,500000,0,0,,0,0
1976,Hungary,HUN,-,-,50,0,0,,0,0
1976,"Lao People's Dem. Rep.",LAO,-,-,62720,0,0,,0,0
1976,Malawi,MWI,-,-,60,0,0,,0,0
1976,Mozambique,MOZ,-,-,580,0,0,,0,0
1976,Namibia,NAM,-,-,9020,0,0,,0,0
1976,Poland,POL,-,-,50,0,0,,0,0
1976,"South Africa",ZAF,-,-,2180,0,0,,0,0
1976,"Russian Federation",RUS,-,-,60,0,0,,0,0
1976,Rwanda,RWA,-,-,176410,0,0,,0,0
1976,Somalia,SOM,-,-,50,0,0,,0,0
1976,Spain,ESP,-,-,510,0,0,,0,0
1976,"Viet Nam",VNM,-,-,4000,0,0,,0,0
1976,Sudan,SDN,-,-,10600,0,0,,0,0
1976,"United Rep. of Tanzania",TZA,-,-,90,0,0,,0,0
1976,Uganda,UGA,-,-,3250,0,0,,0,0
1976,Uruguay,URY,-,-,1160,0,0,,0,0
1976,"Western Sahara",ESH,-,-,35000,0,0,,0,0
1976,Zambia,ZMB,-,-,750,0,0,,0,0
1976,Zimbabwe,ZWE,-,-,31220,0,0,,0,0
1976,Tibetan,TIB,-,-,8300,0,0,,0,0
1976,"Unknown ",,-,-,2472611,0,0,,0,0
1977,Albania,ALB,-,-,2000,0,0,,0,0
1977,Angola,AGO,-,-,529830,0,0,,0,0
1977,Armenia,ARM,-,-,440,0,0,,0,0
1977,Burundi,BDI,-,-,153550,0,0,,0,0
1977,Cambodia,KHM,-,-,76710,0,0,,0,0
1977,Chile,CHL,-,-,3000,0,0,,0,0
1977,"Dem. Rep. of the Congo",COD,-,-,264940,0,0,,0,0
1977,Cyprus,CYP,-,-,700,0,0,,0,0
1977,"Equatorial Guinea",GNQ,-,-,120000,0,0,,0,0
1977,Ethiopia,ETH,-,-,655350,0,0,,0,0
1977,Guinea-Bissau,GNB,-,-,5000,0,0,,0,0
1977,Greece,GRC,-,-,410,0,0,,0,0
1977,Guinea,GIN,-,-,3000,0,0,,0,0
1977,Kenya,KEN,-,-,1200,0,0,,0,0
1977,"Lao People's Dem. Rep.",LAO,-,-,78970,0,0,,0,0
1977,Lesotho,LSO,-,-,90,0,0,,0,0
1977,Malawi,MWI,-,-,1050,0,0,,0,0
1977,Mozambique,MOZ,-,-,120,0,0,,0,0
1977,Namibia,NAM,-,-,12930,0,0,,0,0
1977,Philippines,PHL,-,-,90000,0,0,,0,0
1977,"South Africa",ZAF,-,-,2395,0,0,,0,0
1977,"Russian Federation",RUS,-,-,50,0,0,,0,0
1977,Rwanda,RWA,-,-,169780,0,0,,0,0
1977,Somalia,SOM,-,-,60,0,0,,0,0
1977,"Viet Nam",VNM,-,-,14380,0,0,,0,0
1977,Sudan,SDN,-,-,10850,0,0,,0,0
1977,"United Rep. of Tanzania",TZA,-,-,300,0,0,,0,0
1977,Turkey,TUR,-,-,70,0,0,,0,0
1977,Uganda,UGA,-,-,8000,0,0,,0,0
1977,"Western Sahara",ESH,-,-,50000,0,0,,0,0
1977,Zimbabwe,ZWE,-,-,76520,0,0,,0,0
1977,Tibetan,TIB,-,-,8400,0,0,,0,0
1977,"Unknown ",,-,-,2178564,0,0,,0,0
1978,Albania,ALB,-,-,1980,0,0,,0,0
1978,Angola,AGO,-,-,646110,0,0,,0,0
1978,Egypt,EGY,-,-,50,0,0,,0,0
1978,Armenia,ARM,-,-,420,0,0,,0,0
1978,Burundi,BDI,-,-,148180,0,0,,0,0
1978,Benin,BEN,-,-,200,0,0,,0,0
1978,Bulgaria,BGR,-,-,290,0,0,,0,0
1978,Cambodia,KHM,-,-,165120,0,0,,0,0
1978,Chile,CHL,-,-,3130,0,0,,0,0
1978,"Dem. Rep. of the Congo",COD,-,-,151560,0,0,,0,0
1978,"Dominican Rep.",DOM,-,-,50,0,0,,0,0
1978,"Equatorial Guinea",GNQ,-,-,90000,0,0,,0,0
1978,Ethiopia,ETH,-,-,887670,0,0,,0,0
1978,Guinea-Bissau,GNB,-,-,5000,0,0,,0,0
1978,Greece,GRC,-,-,380,0,0,,0,0
1978,Haiti,HTI,-,-,300,0,0,,0,0
1978,Hungary,HUN,-,-,120,0,0,,0,0
1978,Indonesia,IDN,-,-,1000,0,0,,0,0
1978,Iraq,IRQ,-,-,560,0,0,,0,0
1978,Kenya,KEN,-,-,80,0,0,,0,0
1978,"Lao People's Dem. Rep.",LAO,-,-,119180,0,0,,0,0
1978,Lesotho,LSO,-,-,160,0,0,,0,0
1978,Malawi,MWI,-,-,310,0,0,,0,0
1978,Mozambique,MOZ,-,-,130,0,0,,0,0
1978,Myanmar,MMR,-,-,160000,0,0,,0,0
1978,Namibia,NAM,-,-,35760,0,0,,0,0
1978,Nicaragua,NIC,-,-,144800,0,0,,0,0
1978,Philippines,PHL,-,-,92000,0,0,,0,0
1978,Poland,POL,-,-,50,0,0,,0,0
1978,Romania,ROU,-,-,60,0,0,,0,0
1978,"South Africa",ZAF,-,-,3840,0,0,,0,0
1978,"Russian Federation",RUS,-,-,50,0,0,,0,0
1978,Rwanda,RWA,-,-,175110,0,0,,0,0
1978,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,4200,0,0,,0,0
1978,Somalia,SOM,-,-,90,0,0,,0,0
1978,"Viet Nam",VNM,-,-,124210,0,0,,0,0
1978,Sudan,SDN,-,-,10850,0,0,,0,0
1978,"United Rep. of Tanzania",TZA,-,-,300,0,0,,0,0
1978,Turkey,TUR,-,-,60,0,0,,0,0
1978,Uganda,UGA,-,-,8820,0,0,,0,0
1978,"Western Sahara",ESH,-,-,50000,0,0,,0,0
1978,Yemen,YEM,-,-,15000,0,0,,0,0
1978,Zimbabwe,ZWE,-,-,163160,0,0,,0,0
1978,Tibetan,TIB,-,-,8500,0,0,,0,0
1978,"Unknown ",,-,-,1847004,0,0,,0,0
1979,Afghanistan,AFG,-,-,500000,0,0,,0,0
1979,Albania,ALB,-,-,1610,0,0,,0,0
1979,Angola,AGO,-,-,652980,0,0,,0,0
