"Year","Country.of.origin","Country.of.origin..ISO.","Country.of.asylum","Country.of.asylum..ISO.","Refugees.under.UNHCR.s.mandate","Asylum.seekers","IDPs.of.concern.to.UNHCR","Venezuelans.displaced.abroad","Stateless.persons","Others.of.concern"
2007,"Iraq","IRQ","Germany","DEU",34731,5153,0,NA,0,0
2007,"Somalia","SOM","Germany","DEU",2227,155,0,NA,0,0
2007,"Sudan","SDN","Germany","DEU",433,106,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Germany","DEU",6996,1414,0,NA,0,0
2007,"Sudan","SDN","Ghana","GHA",595,38,0,NA,0,0
2007,"Afghanistan","AFG","Greece","GRC",174,1061,0,NA,0,0
2007,"Iraq","IRQ","Greece","GRC",828,2109,0,NA,0,0
2007,"Somalia","SOM","Greece","GRC",19,206,0,NA,0,0
2007,"Sudan","SDN","Greece","GRC",66,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Greece","GRC",47,392,0,NA,0,0
2007,"Afghanistan","AFG","China, Hong Kong SAR","HKG",0,5,0,NA,0,0
2007,"Somalia","SOM","China, Hong Kong SAR","HKG",20,13,0,NA,0,0
2007,"Afghanistan","AFG","Hungary","HUN",2293,19,0,NA,0,0
2007,"Iraq","IRQ","Hungary","HUN",1272,33,0,NA,0,0
2007,"Somalia","SOM","Hungary","HUN",210,63,0,NA,0,0
2007,"Sudan","SDN","Hungary","HUN",142,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Hungary","HUN",42,26,0,NA,0,0
2007,"Iraq","IRQ","Iceland","ISL",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Cote d'Ivoire","CIV",14,0,0,NA,0,0
2007,"Afghanistan","AFG","India","IND",9011,690,0,NA,0,0
2007,"Iraq","IRQ","India","IND",53,96,0,NA,0,0
2007,"Somalia","SOM","India","IND",221,389,0,NA,0,0
2007,"Sudan","SDN","India","IND",15,29,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","India","IND",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Indonesia","IDN",49,12,0,NA,0,0
2007,"Iraq","IRQ","Indonesia","IDN",112,149,0,NA,0,0
2007,"Somalia","SOM","Indonesia","IDN",26,5,0,NA,0,0
2007,"Afghanistan","AFG","Ireland","IRL",106,118,0,NA,0,0
2007,"Iraq","IRQ","Ireland","IRL",532,206,0,NA,0,0
2007,"Somalia","SOM","Ireland","IRL",672,161,0,NA,0,0
2007,"Sudan","SDN","Ireland","IRL",390,188,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Ireland","IRL",34,13,0,NA,0,0
2007,"Afghanistan","AFG","Iran (Islamic Rep. of)","IRN",906071,967,0,NA,0,0
2007,"Iraq","IRQ","Iran (Islamic Rep. of)","IRN",57414,134,0,NA,0,0
2007,"Iraq","IRQ","Iraq","IRQ",0,0,2385865,NA,0,0
2007,"Sudan","SDN","Iraq","IRQ",137,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Iraq","IRQ",590,976,0,NA,0,0
2007,"Iraq","IRQ","Israel","ISR",0,8,0,NA,0,0
2007,"Somalia","SOM","Israel","ISR",0,9,0,NA,0,0
2007,"Sudan","SDN","Israel","ISR",565,1402,0,NA,0,0
2007,"Afghanistan","AFG","Italy","ITA",1138,0,0,NA,0,0
2007,"Iraq","IRQ","Italy","ITA",1503,0,0,NA,0,0
2007,"Somalia","SOM","Italy","ITA",1701,0,0,NA,0,0
2007,"Sudan","SDN","Italy","ITA",1788,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Italy","ITA",84,0,0,NA,0,0
2007,"Iraq","IRQ","Jordan","JOR",500000,0,0,NA,0,0
2007,"Somalia","SOM","Jordan","JOR",49,79,0,NA,0,0
2007,"Sudan","SDN","Jordan","JOR",23,88,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Jordan","JOR",41,60,0,NA,0,0
2007,"Afghanistan","AFG","Japan","JPN",56,10,0,NA,0,0
2007,"Iraq","IRQ","Japan","JPN",8,0,0,NA,0,0
2007,"Sudan","SDN","Japan","JPN",16,7,0,NA,0,0
2007,"Afghanistan","AFG","Kazakhstan","KAZ",404,5,0,NA,0,0
2007,"Iraq","IRQ","Kazakhstan","KAZ",5,0,0,NA,0,0
2007,"Somalia","SOM","Kenya","KEN",192420,710,0,NA,0,0
2007,"Sudan","SDN","Kenya","KEN",45261,955,0,NA,0,0
2007,"Afghanistan","AFG","Kyrgyzstan","KGZ",277,344,0,NA,0,0
2007,"Iraq","IRQ","Kyrgyzstan","KGZ",5,5,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Kyrgyzstan","KGZ",5,14,0,NA,0,0
2007,"Iraq","IRQ","Rep. of Korea","KOR",5,5,0,NA,0,0
2007,"Sudan","SDN","Rep. of Korea","KOR",0,5,0,NA,0,0
2007,"Afghanistan","AFG","Kuwait","KWT",5,21,0,NA,0,0
2007,"Iraq","IRQ","Kuwait","KWT",30131,345,0,NA,0,0
2007,"Somalia","SOM","Kuwait","KWT",2000,30,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Kuwait","KWT",0,9,0,NA,0,0
2007,"Iraq","IRQ","Liberia","LBR",5,0,0,NA,0,0
2007,"Sudan","SDN","Liberia","LBR",13,0,0,NA,0,0
2007,"Iraq","IRQ","Libya","LBY",1055,940,0,NA,0,0
2007,"Somalia","SOM","Libya","LBY",513,185,0,NA,0,0
2007,"Sudan","SDN","Libya","LBY",181,646,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Libya","LBY",0,9,0,NA,0,0
2007,"Afghanistan","AFG","Lebanon","LBN",9,6,0,NA,0,0
2007,"Iraq","IRQ","Lebanon","LBN",50000,224,0,NA,0,0
2007,"Somalia","SOM","Lebanon","LBN",23,6,0,NA,0,0
2007,"Sudan","SDN","Lebanon","LBN",94,242,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Lebanon","LBN",48,44,0,NA,0,0
2007,"Somalia","SOM","Liechtenstein","LIE",0,5,0,NA,0,0
2007,"Afghanistan","AFG","Sri Lanka","LKA",5,0,0,NA,0,0
2007,"Iraq","IRQ","Sri Lanka","LKA",11,0,0,NA,0,0
2007,"Afghanistan","AFG","Lithuania","LTU",97,0,0,NA,0,0
2007,"Iraq","IRQ","Lithuania","LTU",11,0,0,NA,0,0
2007,"Somalia","SOM","Lithuania","LTU",22,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Lithuania","LTU",5,0,0,NA,0,0
2007,"Somalia","SOM","Latvia","LVA",7,0,0,NA,0,0
2007,"Iraq","IRQ","Mauritania","MRT",48,0,0,NA,0,0
2007,"Sudan","SDN","Mauritania","MRT",8,0,0,NA,0,0
2007,"Afghanistan","AFG","Rep. of Moldova","MDA",12,0,0,NA,0,0
2007,"Iraq","IRQ","Rep. of Moldova","MDA",5,0,0,NA,0,0
2007,"Sudan","SDN","Rep. of Moldova","MDA",10,6,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Rep. of Moldova","MDA",11,5,0,NA,0,0
2007,"Iraq","IRQ","Mexico","MEX",17,0,0,NA,0,0
2007,"Somalia","SOM","Mexico","MEX",0,5,0,NA,0,0
2007,"Sudan","SDN","Mexico","MEX",8,0,0,NA,0,0
2007,"Iraq","IRQ","Mali","MLI",0,5,0,NA,0,0
2007,"Afghanistan","AFG","Malaysia","MYS",68,122,0,NA,0,0
2007,"Iraq","IRQ","Malaysia","MYS",148,419,0,NA,0,0
2007,"Somalia","SOM","Malaysia","MYS",93,172,0,NA,0,0
2007,"Sudan","SDN","Malaysia","MYS",27,25,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Malaysia","MYS",5,0,0,NA,0,0
2007,"Somalia","SOM","Malawi","MWI",20,43,0,NA,0,0
2007,"Sudan","SDN","Malawi","MWI",0,5,0,NA,0,0
2007,"Iraq","IRQ","Morocco","MAR",112,46,0,NA,0,0
2007,"Somalia","SOM","Morocco","MAR",0,5,0,NA,0,0
2007,"Sudan","SDN","Morocco","MAR",12,6,0,NA,0,0
2007,"Somalia","SOM","Mozambique","MOZ",15,85,0,NA,0,0
2007,"Sudan","SDN","Mozambique","MOZ",0,5,0,NA,0,0
2007,"Afghanistan","AFG","Malta","MLT",8,0,0,NA,0,0
2007,"Iraq","IRQ","Malta","MLT",87,0,0,NA,0,0
2007,"Somalia","SOM","Malta","MLT",979,262,0,NA,0,0
2007,"Sudan","SDN","Malta","MLT",232,23,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Malta","MLT",11,0,0,NA,0,0
2007,"Somalia","SOM","Namibia","NAM",0,5,0,NA,0,0
2007,"Sudan","SDN","Namibia","NAM",0,7,0,NA,0,0
2007,"Somalia","SOM","Nepal","NPL",56,55,0,NA,0,0
2007,"Afghanistan","AFG","Netherlands","NLD",17296,0,0,NA,0,0
2007,"Iraq","IRQ","Netherlands","NLD",19234,0,0,NA,0,0
2007,"Somalia","SOM","Netherlands","NLD",7919,0,0,NA,0,0
2007,"Sudan","SDN","Netherlands","NLD",3108,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Netherlands","NLD",1421,0,0,NA,0,0
2007,"Iraq","IRQ","Niger","NER",6,0,0,NA,0,0
2007,"Somalia","SOM","Niger","NER",11,0,0,NA,0,0
2007,"Sudan","SDN","Niger","NER",14,0,0,NA,0,0
2007,"Somalia","SOM","Nicaragua","NIC",5,0,0,NA,0,0
2007,"Somalia","SOM","Nigeria","NGA",25,0,0,NA,0,0
2007,"Sudan","SDN","Nigeria","NGA",172,17,0,NA,0,0
2007,"Afghanistan","AFG","Norway","NOR",2925,646,0,NA,0,0
2007,"Iraq","IRQ","Norway","NOR",7744,1285,0,NA,0,0
2007,"Somalia","SOM","Norway","NOR",7269,426,0,NA,0,0
2007,"Sudan","SDN","Norway","NOR",170,56,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Norway","NOR",149,86,0,NA,0,0
2007,"Afghanistan","AFG","New Zealand","NZL",162,5,0,NA,0,0
2007,"Iraq","IRQ","New Zealand","NZL",198,15,0,NA,0,0
2007,"Somalia","SOM","New Zealand","NZL",60,12,0,NA,0,0
2007,"Sudan","SDN","New Zealand","NZL",16,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","New Zealand","NZL",30,0,0,NA,0,0
2007,"Iraq","IRQ","Oman","OMN",0,35,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Oman","OMN",7,0,0,NA,0,0
2007,"Afghanistan","AFG","Pakistan","PAK",2034416,2518,0,NA,0,0
2007,"Iraq","IRQ","Pakistan","PAK",84,127,0,NA,0,0
2007,"Somalia","SOM","Pakistan","PAK",354,209,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Pakistan","PAK",8,0,0,NA,0,0
2007,"Sudan","SDN","Panama","PAN",5,0,0,NA,0,0
2007,"Iraq","IRQ","Peru","PER",27,0,0,NA,0,0
2007,"Iraq","IRQ","Philippines","PHL",25,5,0,NA,0,0
2007,"Somalia","SOM","Philippines","PHL",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Poland","POL",76,5,0,NA,0,0
2007,"Iraq","IRQ","Poland","POL",50,5,0,NA,0,0
2007,"Somalia","SOM","Poland","POL",64,12,0,NA,0,0
2007,"Sudan","SDN","Poland","POL",22,5,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Poland","POL",8,5,0,NA,0,0
2007,"Afghanistan","AFG","Portugal","PRT",6,0,0,NA,0,0
2007,"Iraq","IRQ","Portugal","PRT",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Qatar","QAT",40,0,0,NA,0,0
2007,"Iraq","IRQ","Qatar","QAT",6,9,0,NA,0,0
2007,"Somalia","SOM","Qatar","QAT",0,12,0,NA,0,0
2007,"Sudan","SDN","Qatar","QAT",0,5,0,NA,0,0
2007,"Afghanistan","AFG","Romania","ROU",274,0,0,NA,0,0
2007,"Iraq","IRQ","Romania","ROU",531,75,0,NA,0,0
2007,"Somalia","SOM","Romania","ROU",120,14,0,NA,0,0
2007,"Sudan","SDN","Romania","ROU",18,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Romania","ROU",29,5,0,NA,0,0
2007,"Afghanistan","AFG","South Africa","ZAF",18,0,0,NA,0,0
2007,"Iraq","IRQ","South Africa","ZAF",0,5,0,NA,0,0
2007,"Somalia","SOM","South Africa","ZAF",8554,4011,0,NA,0,0
2007,"Sudan","SDN","South Africa","ZAF",172,44,0,NA,0,0
2007,"Afghanistan","AFG","Russian Federation","RUS",1315,2072,0,NA,0,0
2007,"Iraq","IRQ","Russian Federation","RUS",20,32,0,NA,0,0
2007,"Sudan","SDN","Russian Federation","RUS",0,17,0,NA,0,0
2007,"Somalia","SOM","Rwanda","RWA",6,6,0,NA,0,0
2007,"Sudan","SDN","Rwanda","RWA",7,0,0,NA,0,0
2007,"Afghanistan","AFG","Saudi Arabia","SAU",0,9,0,NA,0,0
2007,"Iraq","IRQ","Saudi Arabia","SAU",238,41,0,NA,0,0
2007,"Somalia","SOM","Saudi Arabia","SAU",13,45,0,NA,0,0
2007,"Sudan","SDN","Saudi Arabia","SAU",31,67,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Saudi Arabia","SAU",5,10,0,NA,0,0
2007,"Iraq","IRQ","Serbia and Kosovo: S/RES/1244 (1999)","SRB",86,0,0,NA,0,0
2007,"Somalia","SOM","Senegal","SEN",5,7,0,NA,0,0
2007,"Sudan","SDN","Sierra Leone","SLE",5,0,0,NA,0,0
2007,"Somalia","SOM","Somalia","SOM",0,0,1000000,NA,0,0
2007,"Sudan","SDN","Somalia","SOM",7,0,0,NA,0,0
2007,"Afghanistan","AFG","Spain","ESP",69,0,0,NA,0,0
2007,"Iraq","IRQ","Spain","ESP",240,0,0,NA,0,0
2007,"Somalia","SOM","Spain","ESP",127,0,0,NA,0,0
2007,"Sudan","SDN","Spain","ESP",18,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Spain","ESP",21,0,0,NA,0,0
2007,"Somalia","SOM","Sudan","SDN",559,279,0,NA,0,0
2007,"Sudan","SDN","Sudan","SDN",0,0,1250000,NA,0,0
2007,"Afghanistan","AFG","Slovakia","SVK",87,7,0,NA,0,0
2007,"Iraq","IRQ","Slovakia","SVK",48,15,0,NA,0,0
2007,"Somalia","SOM","Slovakia","SVK",11,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Slovakia","SVK",13,0,0,NA,0,0
2007,"Iraq","IRQ","Slovenia","SVN",5,0,0,NA,0,0
2007,"Somalia","SOM","Eswatini","SWZ",69,24,0,NA,0,0
2007,"Afghanistan","AFG","Sweden","SWE",2611,624,0,NA,0,0
2007,"Iraq","IRQ","Sweden","SWE",30423,11382,0,NA,0,0
2007,"Somalia","SOM","Sweden","SWE",5332,1943,0,NA,0,0
2007,"Sudan","SDN","Sweden","SWE",112,73,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Sweden","SWE",1081,544,0,NA,0,0
2007,"Afghanistan","AFG","Switzerland","CHE",1609,251,0,NA,0,0
2007,"Iraq","IRQ","Switzerland","CHE",4850,479,0,NA,0,0
2007,"Somalia","SOM","Switzerland","CHE",3206,274,0,NA,0,0
2007,"Sudan","SDN","Switzerland","CHE",149,28,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Switzerland","CHE",430,299,0,NA,0,0
2007,"Afghanistan","AFG","Syrian Arab Rep.","SYR",226,463,0,NA,0,0
2007,"Iraq","IRQ","Syrian Arab Rep.","SYR",1500000,0,0,NA,0,0
2007,"Somalia","SOM","Syrian Arab Rep.","SYR",2080,3099,0,NA,0,0
2007,"Sudan","SDN","Syrian Arab Rep.","SYR",170,888,0,NA,0,0
2007,"Somalia","SOM","United Rep. of Tanzania","TZA",2059,0,0,NA,0,0
2007,"Sudan","SDN","United Rep. of Tanzania","TZA",0,11,0,NA,0,0
2007,"Afghanistan","AFG","Thailand","THA",5,0,0,NA,0,0
2007,"Iraq","IRQ","Thailand","THA",49,79,0,NA,0,0
2007,"Somalia","SOM","Thailand","THA",17,51,0,NA,0,0
2007,"Sudan","SDN","Thailand","THA",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Tajikistan","TJK",1126,142,0,NA,0,0
2007,"Iraq","IRQ","Tajikistan","TJK",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Turkmenistan","TKM",85,0,0,NA,0,0
2007,"Somalia","SOM","Togo","TGO",5,0,0,NA,0,0
2007,"Somalia","SOM","Trinidad and Tobago","TTO",0,6,0,NA,0,0
2007,"Iraq","IRQ","Tunisia","TUN",12,0,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Tunisia","TUN",5,0,0,NA,0,0
2007,"Afghanistan","AFG","Turkey","TUR",212,701,0,NA,0,0
2007,"Iraq","IRQ","Turkey","TUR",3662,986,0,NA,0,0
2007,"Somalia","SOM","Turkey","TUR",668,839,0,NA,0,0
2007,"Sudan","SDN","Turkey","TUR",29,108,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Turkey","TUR",5,17,0,NA,0,0
2007,"Afghanistan","AFG","United Arab Emirates","ARE",5,0,0,NA,0,0
2007,"Iraq","IRQ","United Arab Emirates","ARE",73,19,0,NA,0,0
2007,"Somalia","SOM","United Arab Emirates","ARE",14,0,0,NA,0,0
2007,"Sudan","SDN","United Arab Emirates","ARE",18,5,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","United Arab Emirates","ARE",30,18,0,NA,0,0
2007,"Somalia","SOM","Uganda","UGA",4573,1055,0,NA,0,0
2007,"Sudan","SDN","Uganda","UGA",162063,47,0,NA,0,0
2007,"Afghanistan","AFG","Ukraine","UKR",1171,319,0,NA,0,0
2007,"Iraq","IRQ","Ukraine","UKR",45,126,0,NA,0,0
2007,"Somalia","SOM","Ukraine","UKR",21,49,0,NA,0,0
2007,"Sudan","SDN","Ukraine","UKR",61,18,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Ukraine","UKR",36,29,0,NA,0,0
2007,"Somalia","SOM","Uruguay","URY",5,0,0,NA,0,0
2007,"Afghanistan","AFG","United States of America","USA",2365,73,0,NA,0,0
2007,"Iraq","IRQ","United States of America","USA",4336,432,0,NA,0,0
2007,"Somalia","SOM","United States of America","USA",12224,305,0,NA,0,0
2007,"Sudan","SDN","United States of America","USA",3725,150,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","United States of America","USA",344,78,0,NA,0,0
2007,"Afghanistan","AFG","Uzbekistan","UZB",1047,0,0,NA,0,0
2007,"Iraq","IRQ","Uzbekistan","UZB",5,0,0,NA,0,0
2007,"Iraq","IRQ","Venezuela (Bolivarian Republic of)","VEN",5,0,0,NA,0,0
2007,"Somalia","SOM","Venezuela (Bolivarian Republic of)","VEN",0,9,0,NA,0,0
2007,"Iraq","IRQ","Yemen","YEM",3747,172,0,NA,0,0
2007,"Somalia","SOM","Yemen","YEM",110616,0,0,NA,0,0
2007,"Sudan","SDN","Yemen","YEM",81,13,0,NA,0,0
2007,"Syrian Arab Rep.","SYR","Yemen","YEM",32,41,0,NA,0,0
2007,"Somalia","SOM","Zambia","ZMB",1725,0,0,NA,0,0
2007,"Somalia","SOM","Zimbabwe","ZWE",16,9,0,NA,0,0
2007,"Sudan","SDN","Zimbabwe","ZWE",40,5,0,NA,0,0
2008,"Afghanistan","AFG","Afghanistan","AFG",0,0,230670,NA,0,0
2008,"Iraq","IRQ","Afghanistan","AFG",7,0,0,NA,0,0
2008,"Iraq","IRQ","Albania","ALB",5,0,0,NA,0,0
2008,"Iraq","IRQ","Algeria","DZA",0,8,0,NA,0,0
2008,"Somalia","SOM","Algeria","DZA",5,0,0,NA,0,0
2008,"Sudan","SDN","Algeria","DZA",0,5,0,NA,0,0
2008,"Somalia","SOM","Angola","AGO",33,38,0,NA,0,0
2008,"Sudan","SDN","Angola","AGO",41,88,0,NA,0,0
2008,"Afghanistan","AFG","Egypt","EGY",28,0,0,NA,0,0
2008,"Iraq","IRQ","Egypt","EGY",10091,94,0,NA,0,0
2008,"Somalia","SOM","Egypt","EGY",5600,98,0,NA,0,0
2008,"Sudan","SDN","Egypt","EGY",10146,13137,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Egypt","EGY",9,8,0,NA,0,0
2008,"Iraq","IRQ","Argentina","ARG",25,0,0,NA,0,0
2008,"Somalia","SOM","Argentina","ARG",5,0,0,NA,0,0
2008,"Sudan","SDN","Argentina","ARG",5,0,0,NA,0,0
2008,"Iraq","IRQ","Armenia","ARM",837,34,0,NA,0,0
2008,"Afghanistan","AFG","Australia","AUS",4933,28,0,NA,0,0
2008,"Iraq","IRQ","Australia","AUS",5945,89,0,NA,0,0
2008,"Somalia","SOM","Australia","AUS",86,8,0,NA,0,0
2008,"Sudan","SDN","Australia","AUS",53,6,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Australia","AUS",74,9,0,NA,0,0
2008,"Afghanistan","AFG","Austria","AUT",5387,2016,0,NA,0,0
2008,"Iraq","IRQ","Austria","AUT",1972,745,0,NA,0,0
2008,"Somalia","SOM","Austria","AUT",630,417,0,NA,0,0
2008,"Sudan","SDN","Austria","AUT",163,88,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Austria","AUT",333,357,0,NA,0,0
2008,"Afghanistan","AFG","Azerbaijan","AZE",125,24,0,NA,0,469
2008,"Iraq","IRQ","Azerbaijan","AZE",55,0,0,NA,0,5
2008,"Iraq","IRQ","Bahrain","BHR",48,40,0,NA,0,0
2008,"Sudan","SDN","Bahrain","BHR",0,8,0,NA,0,0
2008,"Somalia","SOM","Burundi","BDI",0,22,0,NA,0,0
2008,"Afghanistan","AFG","Belgium","BEL",196,0,0,NA,0,0
2008,"Iraq","IRQ","Belgium","BEL",494,0,0,NA,0,0
2008,"Somalia","SOM","Belgium","BEL",89,0,0,NA,0,0
2008,"Sudan","SDN","Belgium","BEL",47,0,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Belgium","BEL",152,0,0,NA,0,0
2008,"Iraq","IRQ","Benin","BEN",6,0,0,NA,0,0
2008,"Sudan","SDN","Benin","BEN",8,5,0,NA,0,0
2008,"Iraq","IRQ","Bangladesh","BGD",8,0,0,NA,0,0
2008,"Somalia","SOM","Bangladesh","BGD",11,0,0,NA,0,0
2008,"Sudan","SDN","Burkina Faso","BFA",7,0,0,NA,0,0
2008,"Afghanistan","AFG","Belarus","BLR",436,29,0,NA,0,0
2008,"Iraq","IRQ","Bolivia (Plurinational State of)","BOL",16,0,0,NA,0,0
2008,"Somalia","SOM","Botswana","BWA",514,5,0,NA,0,0
2008,"Sudan","SDN","Botswana","BWA",10,0,0,NA,0,0
2008,"Afghanistan","AFG","Brazil","BRA",5,0,0,NA,0,0
2008,"Iraq","IRQ","Brazil","BRA",167,19,0,NA,0,0
2008,"Somalia","SOM","Brazil","BRA",29,40,0,NA,0,0
2008,"Sudan","SDN","Brazil","BRA",30,0,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Brazil","BRA",5,0,0,NA,0,0
2008,"Afghanistan","AFG","Bulgaria","BGR",2012,377,0,NA,0,0
2008,"Iraq","IRQ","Bulgaria","BGR",1705,359,0,NA,0,0
2008,"Somalia","SOM","Bulgaria","BGR",126,5,0,NA,0,0
2008,"Sudan","SDN","Bulgaria","BGR",181,8,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Bulgaria","BGR",86,5,0,NA,0,0
2008,"Somalia","SOM","Cambodia","KHM",10,0,0,NA,0,0
2008,"Afghanistan","AFG","Canada","CAN",3147,613,0,NA,0,0
2008,"Iraq","IRQ","Canada","CAN",1865,465,0,NA,0,0
2008,"Somalia","SOM","Canada","CAN",6209,636,0,NA,0,0
2008,"Sudan","SDN","Canada","CAN",1739,71,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Canada","CAN",603,133,0,NA,0,0
2008,"Sudan","SDN","Central African Rep.","CAF",4411,141,0,NA,0,0
2008,"Sudan","SDN","Chad","TCD",267966,11,0,NA,0,0
2008,"Iraq","IRQ","China","CHN",23,12,0,NA,0,0
2008,"Somalia","SOM","China","CHN",5,0,0,NA,0,0
2008,"Afghanistan","AFG","Chile","CHL",16,0,0,NA,0,0
2008,"Iraq","IRQ","Chile","CHL",10,0,0,NA,0,0
2008,"Sudan","SDN","Cameroon","CMR",87,14,0,NA,0,0
2008,"Sudan","SDN","Congo","COG",30,22,0,NA,0,0
2008,"Sudan","SDN","Dem. Rep. of the Congo","COD",2511,0,0,NA,0,0
2008,"Iraq","IRQ","Colombia","COL",5,0,0,NA,0,0
2008,"Somalia","SOM","Colombia","COL",0,15,0,NA,0,0
2008,"Iraq","IRQ","Costa Rica","CRI",0,5,0,NA,0,0
2008,"Somalia","SOM","Costa Rica","CRI",7,9,0,NA,0,0
2008,"Iraq","IRQ","Cuba","CUB",5,0,0,NA,0,0
2008,"Afghanistan","AFG","Cyprus","CYP",6,75,0,NA,0,0
2008,"Iraq","IRQ","Cyprus","CYP",354,263,0,NA,0,0
2008,"Somalia","SOM","Cyprus","CYP",5,15,0,NA,0,0
2008,"Sudan","SDN","Cyprus","CYP",5,6,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Cyprus","CYP",70,1010,0,NA,0,0
2008,"Afghanistan","AFG","Czechia","CZE",226,22,0,NA,0,0
2008,"Iraq","IRQ","Czechia","CZE",108,37,0,NA,0,0
2008,"Somalia","SOM","Czechia","CZE",19,8,0,NA,0,0
2008,"Sudan","SDN","Czechia","CZE",14,10,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Czechia","CZE",16,38,0,NA,0,0
2008,"Afghanistan","AFG","Denmark","DNK",5214,82,0,NA,0,0
2008,"Iraq","IRQ","Denmark","DNK",7102,125,0,NA,0,0
2008,"Somalia","SOM","Denmark","DNK",2483,0,0,NA,0,0
2008,"Sudan","SDN","Denmark","DNK",99,5,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Denmark","DNK",272,30,0,NA,0,0
2008,"Somalia","SOM","Djibouti","DJI",8522,0,0,NA,0,0
2008,"Sudan","SDN","Djibouti","DJI",5,0,0,NA,0,0
2008,"Afghanistan","AFG","Ecuador","ECU",79,29,0,NA,0,0
2008,"Iraq","IRQ","Ecuador","ECU",34,31,0,NA,0,0
2008,"Somalia","SOM","Ecuador","ECU",6,8,0,NA,0,0
2008,"Sudan","SDN","Ecuador","ECU",5,0,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Ecuador","ECU",10,0,0,NA,0,0
2008,"Somalia","SOM","Eritrea","ERI",4675,128,0,NA,0,0
2008,"Sudan","SDN","Eritrea","ERI",111,0,0,NA,0,0
2008,"Afghanistan","AFG","Estonia","EST",6,0,0,NA,0,0
2008,"Somalia","SOM","Ethiopia","ETH",33625,710,0,NA,0,0
2008,"Sudan","SDN","Ethiopia","ETH",25913,10,0,NA,0,0
2008,"Afghanistan","AFG","Finland","FIN",578,213,0,NA,0,0
2008,"Iraq","IRQ","Finland","FIN",1206,872,0,NA,0,0
2008,"Somalia","SOM","Finland","FIN",1219,914,0,NA,0,0
2008,"Sudan","SDN","Finland","FIN",5,5,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","Finland","FIN",50,15,0,NA,0,0
2008,"Afghanistan","AFG","France","FRA",1345,0,0,NA,0,0
2008,"Iraq","IRQ","France","FRA",1656,0,0,NA,0,0
2008,"Somalia","SOM","France","FRA",686,0,0,NA,0,0
2008,"Sudan","SDN","France","FRA",1151,0,0,NA,0,0
2008,"Syrian Arab Rep.","SYR","France","FRA",233,0,0,NA,0,0
2008,"Somalia","SOM","Gabon","GAB",5,0,0,NA,0,0
2008,"Sudan","SDN","Gabon","GAB",6,13,0,NA,0,0
2008,"Somalia","SOM","Gambia","GMB",5,0,0,NA,0,0
